BF,8, 43446.12183731049, 20.384999996167608,2,4
Q,8, 134610.5907183843, 3.4750000049825758,2,4
S2,8, 43446.12183731049, 3.0949999927543104,2,4
VB,8, 101038.0526076003, 14.8650000046473,2,4
S1,8, 43446.12183731049, 2.8950000123586506,2,4
GA-0,8, 43446.12183731049, 25.47999999660533,2,4
GA-1,8, 43446.12183731049, 15.769999998155981,2,4
GA-2,8, 43446.12183731049, 6.594999998924322,2,4
GA-3,8, 43446.12183731049, 4.19000000692904,2,4
GA-4,8, 43446.12183731049, 3.0700000061187893,2,4
GA-5,8, 43446.12183731049, 2.8449999954318628,2,4
GA-6,8, 43446.12183731049, 2.7150000096298754,2,4
GA-7,8, 43446.12183731049, 2.9349999967962503,2,4
BF,10, 20797.283342792834, 41.53000000223983,2,4
Q,10, 35951.09159336129, 1.065000004018657,2,4
S2,10, 20797.283342792834, 0.41000000783242285,2,4
VB,10, 20797.283342792834, 4.079999998793937,2,4
S1,10, 20797.283342792834, 0.5499999970197678,2,4
GA-0,10, 43754.35629068556, 4.580000007990748,2,4
GA-1,10, 42339.11153979369, 7.6649999973597005,2,4
GA-2,10, 23582.0261653249, 6.949999995413236,2,4
GA-3,10, 20797.283342792834, 5.68500001099892,2,4
GA-4,10, 20797.283342792834, 9.550000002491288,2,4
GA-5,10, 20797.283342792834, 2.510000005713664,2,4
GA-6,10, 20797.283342792834, 2.5650000025052577,2,4
GA-7,10, 20797.283342792834, 2.0249999943189323,2,4
BF,12, 34864.99753057122, 86.45999999134801,2,4
Q,12, 51007.734582992154, 3.1000000017229468,2,4
S2,12, 36608.90219739939, 0.7700000132899731,2,4
VB,12, 51007.734582992154, 4.9549999966984615,2,4
S1,12, 41918.33082765567, 0.7800000021234155,2,4
GA-0,12, 48764.90136891934, 2.6000000070780516,2,4
GA-1,12, 49514.99069625217, 4.719999997178093,2,4
GA-2,12, 35955.83196452741, 3.345000004628673,2,4
GA-3,12, 34864.99753057122, 3.819999998086132,2,4
GA-4,12, 36608.90219739939, 5.359999995562248,2,4
GA-5,12, 34864.99753057122, 3.339999995660037,2,4
GA-6,12, 36608.90219739939, 4.5399999944493175,2,4
GA-7,12, 34864.99753057122, 3.8899999926798046,2,4
BF,14, 41402.09497634839, 391.91000000573695,2,4
Q,14, 55370.51624627739, 1.2549999955808744,2,4
S2,14, 43587.95036619708, 0.6799999973736703,2,4
VB,14, 117372.71102998985, 5.390000005718321,2,4
S1,14, 81203.62673167462, 0.5050000036135316,2,4
GA-0,14, 60922.19146528413, 3.024999998160638,2,4
GA-1,14, 51968.809539024645, 3.384999989066273,2,4
GA-2,14, 86518.75710214727, 3.1799999997019768,2,4
GA-3,14, 59205.352893936404, 5.814999996800907,2,4
GA-4,14, 43587.95036619708, 3.144999995129183,2,4
GA-5,14, 43587.95036619708, 3.660000002128072,2,4
GA-6,14, 43587.95036619708, 3.899999996065162,2,4
GA-7,14, 43587.95036619708, 4.959999991115183,2,4
BF,16, 27805.4295529326, 5173.769999993965,2,4
Q,16, 45380.53933539821, 1.6550000000279397,2,4
S2,16, 27805.429552932605, 0.7350000087171793,2,4
VB,16, 68743.71534014636, 5.334999994374812,2,4
S1,16, 52973.27807459731, 0.614999997196719,2,4
GA-0,16, 89897.75412808114, 4.5399999944493175,2,4
GA-1,16, 78371.88548201241, 5.8250000001862645,2,4
GA-2,16, 100059.4121667635, 4.220000002533197,2,4
GA-3,16, 27805.429552932605, 4.399999990710057,2,4
GA-4,16, 27805.429552932605, 4.140000004554167,2,4
GA-5,16, 27805.429552932605, 3.740000000107102,2,4
GA-6,16, 27805.4295529326, 3.5300000017741695,2,4
GA-7,16, 27805.4295529326, 3.7449999945238233,2,4
Q,32, 84726.55749198498, 7.884999999077991,2,4
S2,32, 57727.31546609753, 1.3599999947473407,2,4
VB,32, 60752.760867232035, 12.24999999976717,2,4
S1,32, 114721.89853301537, 1.2550000101327896,2,4
GA-0,32, 210965.95000397423, 13.005000000703149,2,4
GA-1,32, 139716.30842768494, 17.12000000406988,2,4
GA-2,32, 188736.2381861439, 7.279999990714714,2,4
GA-3,32, 310480.9061064165, 5.965000003925525,2,4
GA-4,32, 49962.63188575495, 4.329999996116385,2,4
GA-5,32, 51612.06493650921, 3.559999997378327,2,4
GA-6,32, 49962.63188575494, 3.280000004451722,2,4
GA-7,32, 51612.06493650921, 3.4500000037951395,2,4
Q,64, 76455.11845790988, 34.45000000647269,2,4
S2,64, 57838.94112409859, 8.654999997816049,2,4
VB,64, 58727.42880287373, 24.855000010575168,2,4
S1,64, 257859.6099526496, 2.215000000433065,2,4
GA-0,64, 613268.4201073819, 21.439999996800907,2,4
GA-1,64, 643111.2018573618, 19.505000003846362,2,4
GA-2,64, 624329.9112759643, 7.654999993974343,2,4
GA-3,64, 643143.6864384551, 8.495000001857989,2,4
GA-4,64, 54932.44999249611, 7.375000001047738,2,4
GA-5,64, 51869.990421666, 4.404999999678694,2,4
GA-6,64, 54932.44999249611, 6.339999992633238,2,4
GA-7,64, 51869.990421666, 8.709999994607642,2,4
Q,128, 112513.36925366517, 68.86499999382067,2,4
S2,128, 85493.77476250764, 3.419999993639067,2,4
VB,128, 125292.46878755654, 44.82999999891035,2,4
S1,128, 367590.11750461976, 4.535000000032596,2,4
GA-0,128, 1385858.3485204675, 35.879999995813705,2,4
GA-1,128, 1323854.6850687943, 20.164999994449317,2,4
GA-2,128, 1245876.2517309836, 7.339999996474944,2,4
GA-3,128, 1405969.4219233713, 10.325000010197982,2,4
GA-4,128, 82276.62451106517, 14.79000000108499,2,4
GA-5,128, 75268.2143353164, 7.010000001173466,2,4
GA-6,128, 82276.62451106517, 10.544999997364357,2,4
GA-7,128, 75268.2143353164, 8.385000008274801,2,4
Q,256, 124415.35607082958, 103.44999999506399,2,4
S2,256, 105111.38179316896, 4.665000000386499,2,4
VB,256, 205722.8078785678, 41.84999999415595,2,4
S1,256, 952809.5293058311, 15.524999995250255,2,4
GA-0,256, 2882221.3753609867, 48.57000001356937,2,4
GA-1,256, 3129273.350148127, 17.050000009476207,2,4
GA-2,256, 3187647.354181236, 11.345000006258488,2,4
GA-3,256, 3145881.549888839, 13.584999993327074,2,4
GA-4,256, 104432.51001532795, 33.0450000037672,2,4
GA-5,256, 103374.91367379465, 13.539999999920838,2,4
GA-6,256, 104432.51001532795, 25.149999986751936,2,4
GA-7,256, 103374.91367379465, 9.830000009969808,2,4
Q,512, 211663.09858322697, 395.8299999940209,2,4
S2,512, 165841.9426662002, 31.544999990728684,2,4
VB,512, 234691.18211776158, 47.514999998384155,2,4
S1,512, 1649999.5632107276, 28.544999993755482,2,4
GA-0,512, 7063154.848145296, 63.8699999981327,2,4
GA-1,512, 6922372.468086916, 34.7100000071805,2,4
GA-2,512, 6604145.695444957, 29.080000007525086,2,4
GA-3,512, 7078427.740354644, 31.360000008135103,2,4
GA-4,512, 165751.12457302125, 77.90000000386499,2,4
GA-5,512, 163719.84517421178, 26.93499998713378,2,4
GA-6,512, 165751.12457302125, 68.6649999988731,2,4
GA-7,512, 163719.84517421178, 28.355000002193265,2,4
Q,1024, 339058.895206058, 1658.6549999919953,2,4
S2,1024, 274175.08243336924, 19.61999999184627,2,4
VB,1024, 335041.6954787041, 70.52000000840053,2,4
S1,1024, 3579646.4861676823, 42.33500000555068,2,4
GA-0,1024, 14132577.316240396, 85.640000004787,2,4
GA-1,1024, 14318175.83988317, 56.174999990616925,2,4
GA-2,1024, 13936785.494304929, 59.04500000178814,2,4
GA-3,1024, 13922954.057201203, 59.65500000456814,2,4
GA-4,1024, 273658.6478213802, 200.7949999970151,2,4
GA-5,1024, 272642.6206178439, 53.345000007539056,2,4
GA-6,1024, 273658.6478213802, 198.36499998928048,2,4
GA-7,1024, 272642.6206178439, 62.254999997094274,2,4
Q,2048, 587541.56431703, 7655.555000004824,2,4
S2,2048, 497910.4798590991, 37.55500000261236,2,4
VB,2048, 617017.9098642106, 66.63499999558553,2,4
S1,2048, 7409090.752281121, 76.17000000027474,2,4
GA-0,2048, 28986204.127537124, 139.20499999949243,2,4
GA-1,2048, 30257773.462626558, 119.21000000438653,2,4
GA-2,2048, 29059173.343790658, 143.06500001112,2,4
GA-3,2048, 29285402.933087952, 151.65499999420717,2,4
GA-4,2048, 497512.2489409214, 817.4900000012713,2,4
GA-5,2048, 497164.02672627947, 108.4499999997206,2,4
GA-6,2048, 497512.2489409214, 822.6799999974901,2,4
GA-7,2048, 497164.02672627947, 141.57500000146683,2,4
Q,512, 222994.9442990648, 406.3199999945937,2,256
S2,512, 167210.81771431107, 37.19499999715481,2,256
VB,512, 320970.7006993372, 77.00499999918975,2,256
S1,512, 1631760.0581168926, 29.490000000805594,2,256
GA-0,512, 6909233.799706754, 200.7350000058068,2,256
GA-1,512, 3805700.1021675672, 352.9100000014296,2,256
GA-2,512, 6896016.161507056, 70.13500000175554,2,256
GA-3,512, 3590531.279450456, 247.76499999279622,2,256
GA-4,512, 165638.57953776696, 127.00999999651685,2,256
GA-5,512, 152053.7646577188, 79.09500000823755,2,256
GA-6,512, 165638.57953776696, 57.44500001310371,2,256
GA-7,512, 152053.7646577188, 74.15499999478925,2,256
Q,1024, 330037.22925245704, 1411.1200000043027,2,256
S2,1024, 278679.4259239272, 52.01499999384396,2,256
VB,1024, 394799.5166650588, 94.09499999310356,2,256
S1,1024, 3592448.323063626, 44.420000005629845,2,256
GA-0,1024, 13942140.086235771, 101.27499999362044,2,256
GA-1,1024, 10566420.52229128, 338.7849999999162,2,256
GA-2,1024, 13636291.119402803, 49.765000003390014,2,256
GA-3,1024, 10825336.552375758, 339.05999999842606,2,256
GA-4,1024, 278591.3778848337, 100.72000000218395,2,256
GA-5,1024, 260226.8420133321, 177.13500000536442,2,256
GA-6,1024, 278591.3778848337, 93.51999999489635,2,256
GA-7,1024, 260226.8420133321, 185.3499999997439,2,256
Q,2048, 593529.7546453918, 8576.600000000326,2,256
S2,2048, 496074.12471126765, 26.98499998950865,2,256
VB,2048, 601382.5899395795, 96.42999999050517,2,256
S1,2048, 7042165.482333576, 57.58500000229105,2,256
GA-0,2048, 28633747.364274163, 129.3500000028871,2,256
GA-1,2048, 28912014.54686815, 757.8450000000885,2,256
GA-2,2048, 28858104.430234637, 128.06000000273343,2,256
GA-3,2048, 29115468.86963792, 762.1799999906216,2,256
GA-4,2048, 495841.06702649366, 235.59999999997672,2,256
GA-5,2048, 476229.7061688899, 428.0150000122376,2,256
GA-6,2048, 495841.06702649366, 255.7749999978114,2,256
GA-7,2048, 476229.7061688899, 460.33499999612104,2,256
